time,event_type,node_id,parent_gui,role,join_time
0.0,JOINED,81,84,Roles.REGISTERED,244.554072
0.0,RECOVER,27,REGISTERED,20.000192
0.0,JOINED,27,16,Roles.REGISTERED,244.926597
0.0,RECOVER,57,REGISTERED,25.000128
0.0,JOINED,57,56,Roles.REGISTERED,246.102787
0.0,RECOVER,63,REGISTERED,30.000375
0.0,JOINED,63,41,Roles.REGISTERED,249.553278
0.0,ORPHAN,71,62,Roles.Router
0.0,ORPHAN,59,57,Roles.Router
0.0,ORPHAN,78,57,Roles.Router
0.0,RECOVER,51,REGISTERED,20.000507
0.0,JOINED,51,10,Roles.REGISTERED,251.088147
0.0,RECOVER,18,REGISTERED,20.000291
0.0,JOINED,18,16,Roles.REGISTERED,251.101835
0.0,ORPHAN,99,88,Roles.Router
0.0,RECOVER,67,REGISTERED,20.000119
0.0,JOINED,67,77,Roles.REGISTERED,254.015728
0.0,ORPHAN,3,1,Roles.CLUSTER_HEAD
0.0,RECOVER,49,REGISTERED,30.000227
0.0,JOINED,49,57,Roles.REGISTERED,259.553975
0.0,RECOVER,89,REGISTERED,20.000185
0.0,JOINED,89,69,Roles.REGISTERED,259.554370
0.0,RECOVER,29,REGISTERED,35.000156
0.0,JOINED,29,39,Roles.REGISTERED,259.928057
0.0,RECOVER,47,REGISTERED,55.000186
0.0,JOINED,47,57,Roles.REGISTERED,261.101558
0.0,RECOVER,38,REGISTERED,25.000170
0.0,JOINED,38,37,Roles.REGISTERED,261.101841
0.0,RECOVER,9,REGISTERED,20.000363
0.0,JOINED,9,16,Roles.REGISTERED,261.103639
0.0,ORPHAN,4,12,Roles.Router
0.0,RECOVER,97,REGISTERED,20.000215
0.0,JOINED,97,95,Roles.REGISTERED,264.554164
0.0,RECOVER,42,REGISTERED,25.000531
0.0,JOINED,42,10,Roles.REGISTERED,265.000998
0.0,RECOVER,92,REGISTERED,30.000140
0.0,JOINED,92,82,Roles.REGISTERED,269.553837
0.0,RECOVER,78,REGISTERED,20.000260
0.0,JOINED,78,58,Roles.REGISTERED,269.554096
0.0,ORPHAN,24,10,Roles.Router
0.0,ORPHAN,26,25,Roles.Router
0.0,ORPHAN,40,20,Roles.Router
0.0,ORPHAN,21,0,Roles.Router
0.0,NODE_FAIL,98,Roles.CLUSTER_HEAD
0.0,RECOVER,99,REGISTERED,25.000261
0.0,JOINED,99,79,Roles.REGISTERED,277.208533
0.0,RECOVER,3,REGISTERED,20.000176
0.0,JOINED,3,12,Roles.REGISTERED,279.551775
0.0,ORPHAN,90,80,Roles.Router
0.0,RECOVER,59,REGISTERED,30.000312
0.0,JOINED,59,37,Roles.REGISTERED,279.554141
0.0,ORPHAN,13,20,Roles.Router
0.0,RECOVER,4,REGISTERED,20.000274
0.0,JOINED,4,2,Roles.REGISTERED,282.000970
0.0,RECOVER,40,REGISTERED,20.000371
0.0,JOINED,40,10,Roles.REGISTERED,294.552715
0.0,RECOVER,21,REGISTERED,20.000347
0.0,JOINED,21,2,Roles.REGISTERED,294.552927
0.0,RECOVER,24,REGISTERED,25.000378
0.0,JOINED,24,31,Roles.REGISTERED,296.087952
0.0,RECOVER,26,REGISTERED,25.000140
0.0,JOINED,26,25,Roles.REGISTERED,296.101135
0.0,ORPHAN,35,25,Roles.Router
0.0,RECOVER,13,REGISTERED,20.000423
0.0,JOINED,13,10,Roles.REGISTERED,301.101018
0.0,RECOVER,71,REGISTERED,55.000246
0.0,JOINED,71,60,Roles.REGISTERED,304.553887
0.0,RECOVER,90,REGISTERED,25.000298
0.0,JOINED,90,92,Roles.REGISTERED,304.554241
0.0,ORPHAN,33,3,Roles.Router
0.0,ORPHAN,44,14,Roles.Router
0.0,JOINED,20,1,Roles.REGISTERED,42.368927
0.0,BECOME_CH,20,1,6
0.0,JOINED,21,1,Roles.REGISTERED,45.735856
0.0,BECOME_CH,21,1,6
0.0,JOINED,23,21,Roles.REGISTERED,51.100406
0.0,JOINED,11,1,Roles.REGISTERED,55.728012
0.0,BECOME_CH,23,2,6
0.0,JOINED,14,23,Roles.REGISTERED,56.100398
0.0,JOINED,4,23,Roles.REGISTERED,57.369013
0.0,BECOME_CH,4,3,6
0.0,BECOME_CH,14,3,6
0.0,JOINED,31,21,Roles.REGISTERED,65.728190
0.0,BECOME_CH,31,2,6
0.0,JOINED,41,31,Roles.REGISTERED,66.100802
0.0,JOINED,42,31,Roles.REGISTERED,66.100811
0.0,BECOME_CH,41,3,6
0.0,BECOME_CH,42,3,6
0.0,JOINED,40,20,Roles.REGISTERED,67.369304
0.0,JOINED,5,4,Roles.REGISTERED,76.100731
0.0,JOINED,16,14,Roles.REGISTERED,77.157813
0.0,JOINED,60,41,Roles.REGISTERED,77.369655
0.0,DEMOTE_CH,4,14
0.0,DEMOTE_CH,20,21
0.0,DEMOTE_CH,23,14
0.0,DEMOTE_CH,31,41
0.0,DEMOTE_CH,42,31
0.0,JOINED,0,1,Roles.REGISTERED,80.151285
0.0,JOINED,13,21,Roles.REGISTERED,81.000499
0.0,BECOME_CH,0,1,6
0.0,BECOME_CH,13,2,6
0.0,JOINED,10,1,Roles.REGISTERED,83.935761
0.0,JOINED,33,21,Roles.REGISTERED,85.134971
0.0,JOINED,22,21,Roles.REGISTERED,87.157464
0.0,BECOME_CH,33,2,6
0.0,JOINED,44,33,Roles.REGISTERED,87.158246
0.0,JOINED,32,21,Roles.REGISTERED,87.294581
0.0,BECOME_CH,10,1,6
0.0,BECOME_CH,32,2,6
0.0,DEMOTE_CH,0,10
0.0,DEMOTE_CH,10,21
0.0,DEMOTE_CH,13,14
0.0,DEMOTE_CH,32,33
0.0,BECOME_CH,44,3,6
0.0,JOINED,36,44,Roles.REGISTERED,91.101776
0.0,JOINED,64,44,Roles.REGISTERED,91.504928
0.0,JOINED,32,33,Roles.REGISTERED,92.294507
0.0,BECOME_CH,32,3,6
0.0,JOINED,2,1,Roles.REGISTERED,96.101495
0.0,JOINED,12,1,Roles.REGISTERED,98.301327
0.0,JOINED,30,21,Roles.REGISTERED,98.814809
0.0,BECOME_CH,2,1,6
0.0,BECOME_CH,30,2,6
0.0,JOINED,20,21,Roles.REGISTERED,100.000164
0.0,JOINED,15,14,Roles.REGISTERED,101.655000
0.0,JOINED,35,33,Roles.REGISTERED,103.289694
0.0,JOINED,50,30,Roles.REGISTERED,103.814843
0.0,BECOME_CH,20,2,6
0.0,JOINED,31,30,Roles.REGISTERED,105.000175
0.0,JOINED,4,2,Roles.REGISTERED,105.000255
0.0,JOINED,25,33,Roles.REGISTERED,105.183201
0.0,BECOME_CH,4,2,6
0.0,JOINED,55,44,Roles.REGISTERED,107.158506
0.0,JOINED,63,44,Roles.REGISTERED,107.158604
0.0,JOINED,51,41,Roles.REGISTERED,108.289453
0.0,JOINED,42,33,Roles.REGISTERED,110.000198
0.0,JOINED,53,44,Roles.REGISTERED,110.151640
0.0,JOINED,10,21,Roles.REGISTERED,111.100147
0.0,JOINED,52,41,Roles.REGISTERED,111.504781
0.0,JOINED,34,33,Roles.REGISTERED,112.158404
0.0,JOINED,54,44,Roles.REGISTERED,112.158479
0.0,JOINED,13,2,Roles.REGISTERED,116.100206
0.0,JOINED,0,2,Roles.REGISTERED,116.100242
0.0,JOINED,24,33,Roles.REGISTERED,116.101306
0.0,NODE_FAIL,36,Roles.Router
0.0,BECOME_CH,0,2,6
0.0,JOINED,23,33,Roles.REGISTERED,120.000112
0.0,BECOME_CH,13,2,6
0.0,BECOME_CH,24,3,6
0.0,JOINED,43,33,Roles.REGISTERED,120.134715
0.0,JOINED,3,2,Roles.REGISTERED,121.100234
0.0,JOINED,26,24,Roles.REGISTERED,123.882882
0.0,JOINED,45,24,Roles.REGISTERED,127.158513
0.0,NODE_FAIL,3,Roles.REGISTERED
0.0,ORPHAN,40,20,Roles.Router
0.0,NODE_FAIL,58,Roles.UNDISCOVERED
0.0,ORPHAN,11,1,Roles.Router
0.0,ORPHAN,5,4,Roles.Router
0.0,ORPHAN,16,14,Roles.Router
0.0,ORPHAN,60,41,Roles.Router
0.0,ORPHAN,12,1,Roles.Router
0.0,NODE_FAIL,26,Roles.Router
0.0,DEMOTE_CH,0,20
0.0,DEMOTE_CH,4,13
0.0,DEMOTE_CH,13,14
0.0,DEMOTE_CH,20,21
0.0,DEMOTE_CH,24,14
0.0,DEMOTE_CH,30,41
0.0,DEMOTE_CH,32,33
0.0,ORPHAN,15,14,Roles.Router
0.0,ORPHAN,35,33,Roles.Router
0.0,ORPHAN,50,30,Roles.Router
0.0,ORPHAN,25,33,Roles.Router
0.0,NODE_FAIL,97,Roles.UNDISCOVERED
0.0,ORPHAN,41,31,Roles.CLUSTER_HEAD
0.0,ORPHAN,22,21,Roles.Router
0.0,ORPHAN,63,44,Roles.Router
0.0,RECOVER,40,REGISTERED,20.000294
0.0,JOINED,40,21,Roles.REGISTERED,167.369598
0.0,ORPHAN,64,44,Roles.Router
0.0,RECOVER,5,REGISTERED,20.000240
0.0,JOINED,5,14,Roles.REGISTERED,176.100971
0.0,NODE_FAIL,85,Roles.UNREGISTERED
0.0,BECOME_CH,40,2,6
0.0,RECOVER,11,REGISTERED,25.000157
0.0,JOINED,11,2,Roles.REGISTERED,180.728169
0.0,RECOVER,15,REGISTERED,20.000146
0.0,JOINED,15,14,Roles.REGISTERED,181.655146
0.0,RECOVER,35,REGISTERED,20.000222
0.0,JOINED,35,14,Roles.REGISTERED,183.289916
0.0,RECOVER,12,REGISTERED,25.000102
0.0,JOINED,12,2,Roles.REGISTERED,183.301429
0.0,JOINED,30,40,Roles.REGISTERED,185.000078
0.0,ORPHAN,31,30,Roles.Router
0.0,JOINED,13,33,Roles.REGISTERED,185.000226
0.0,BECOME_CH,13,3,6
0.0,RECOVER,22,REGISTERED,20.000188
0.0,JOINED,22,2,Roles.REGISTERED,187.157652
0.0,ORPHAN,55,44,Roles.Router
0.0,RECOVER,60,REGISTERED,30.000248
0.0,JOINED,60,40,Roles.REGISTERED,187.369903
0.0,ORPHAN,51,41,Roles.Router
0.0,ORPHAN,42,33,Roles.Router
0.0,ORPHAN,10,21,Roles.Router
0.0,RECOVER,41,REGISTERED,25.000081
0.0,JOINED,41,40,Roles.REGISTERED,191.100883
0.0,BECOME_CH,60,3,6
0.0,JOINED,62,60,Roles.REGISTERED,191.101952
0.0,ORPHAN,34,33,Roles.Router
0.0,JOINED,61,60,Roles.REGISTERED,192.369615
0.0,BECOME_CH,61,4,6
0.0,JOINED,70,61,Roles.REGISTERED,192.370878
0.0,RECOVER,50,REGISTERED,30.000134
0.0,JOINED,50,60,Roles.REGISTERED,193.814977
0.0,JOINED,4,14,Roles.REGISTERED,195.000162
0.0,JOINED,20,40,Roles.REGISTERED,195.000252
0.0,BECOME_CH,20,3,6
0.0,BECOME_CH,4,4,6
0.0,RECOVER,25,REGISTERED,30.000230
0.0,JOINED,25,44,Roles.REGISTERED,195.183431
0.0,JOINED,71,60,Roles.REGISTERED,196.067680
0.0,BECOME_CH,71,4,6
0.0,JOINED,83,71,Roles.REGISTERED,196.506280
0.0,JOINED,73,71,Roles.REGISTERED,196.506282
0.0,JOINED,72,61,Roles.REGISTERED,197.370209
0.0,JOINED,81,61,Roles.REGISTERED,197.370246
0.0,BECOME_CH,70,5,6
0.0,JOINED,24,14,Roles.REGISTERED,200.000125
0.0,JOINED,32,40,Roles.REGISTERED,200.000235
0.0,BECOME_CH,24,4,6
0.0,BECOME_CH,83,5,6
0.0,JOINED,84,83,Roles.REGISTERED,201.506394
0.0,JOINED,74,83,Roles.REGISTERED,201.506409
0.0,RECOVER,64,REGISTERED,30.001530
0.0,JOINED,64,83,Roles.REGISTERED,201.506458
0.0,RECOVER,63,REGISTERED,35.000318
0.0,JOINED,63,71,Roles.REGISTERED,202.158922
0.0,BECOME_CH,32,3,6
0.0,BECOME_CH,50,4,6
0.0,JOINED,0,1,Roles.REGISTERED,205.000103
0.0,JOINED,80,71,Roles.REGISTERED,206.067651
0.0,BECOME_CH,84,6,6
0.0,JOINED,86,84,Roles.REGISTERED,206.506945
0.0,RECOVER,55,REGISTERED,20.000377
0.0,JOINED,55,24,Roles.REGISTERED,207.158883
0.0,BECOME_CH,0,1,6
0.0,RECOVER,51,REGISTERED,20.000283
0.0,JOINED,51,32,Roles.REGISTERED,208.289736
0.0,ORPHAN,53,44,Roles.Router
0.0,BECOME_CH,64,6,6
0.0,RECOVER,10,REGISTERED,20.000214
0.0,JOINED,10,2,Roles.REGISTERED,211.100361
0.0,BECOME_CH,74,6,6
0.0,ORPHAN,52,41,Roles.Router
0.0,JOINED,82,71,Roles.REGISTERED,211.505464
0.0,ORPHAN,54,44,Roles.Router
0.0,BECOME_CH,86,7,6
0.0,RECOVER,42,REGISTERED,25.000246
0.0,JOINED,42,40,Roles.REGISTERED,215.000444
0.0,ORPHAN,14,23,Roles.CLUSTER_HEAD
0.0,JOINED,75,74,Roles.REGISTERED,216.505169
0.0,BECOME_CH,80,5,6
0.0,ORPHAN,23,33,Roles.Router
0.0,RECOVER,31,REGISTERED,35.000160
0.0,JOINED,31,40,Roles.REGISTERED,220.000336
0.0,ORPHAN,43,33,Roles.Router
0.0,JOINED,93,83,Roles.REGISTERED,221.506561
0.0,BECOME_CH,75,7,6
0.0,JOINED,67,75,Roles.REGISTERED,221.507081
0.0,RECOVER,16,REGISTERED,65.000337
0.0,JOINED,16,4,Roles.REGISTERED,222.158149
0.0,RECOVER,34,REGISTERED,30.000370
0.0,JOINED,34,4,Roles.REGISTERED,222.158774
0.0,BECOME_CH,16,5,6
0.0,JOINED,94,83,Roles.REGISTERED,226.506636
0.0,JOINED,87,86,Roles.REGISTERED,226.507238
0.0,BECOME_CH,4,4,6
0.0,ORPHAN,45,24,Roles.Router
0.0,JOINED,66,75,Roles.REGISTERED,227.158628
0.0,RECOVER,53,REGISTERED,20.000293
0.0,JOINED,53,61,Roles.REGISTERED,230.151933
0.0,BECOME_CH,93,6,6
0.0,JOINED,77,86,Roles.REGISTERED,231.507320
0.0,BECOME_CH,87,8,6
0.0,JOINED,88,87,Roles.REGISTERED,231.509160
0.0,JOINED,98,87,Roles.REGISTERED,231.509205
0.0,JOINED,91,80,Roles.REGISTERED,232.370307
0.0,BECOME_CH,67,8,6
0.0,RECOVER,14,REGISTERED,20.000334
0.0,JOINED,14,2,Roles.REGISTERED,236.100732
0.0,RECOVER,52,REGISTERED,25.000234
0.0,JOINED,52,32,Roles.REGISTERED,236.505015
0.0,JOINED,95,84,Roles.REGISTERED,236.506789
0.0,BECOME_CH,95,7,6
0.0,JOINED,96,95,Roles.REGISTERED,236.508714
0.0,JOINED,65,74,Roles.REGISTERED,237.158657
0.0,JOINED,56,75,Roles.REGISTERED,237.158676
0.0,JOINED,92,83,Roles.REGISTERED,237.370279
0.0,BECOME_CH,52,4,6
0.0,BECOME_CH,91,6,6
0.0,DEMOTE_CH,0,20
0.0,DEMOTE_CH,4,13
0.0,DEMOTE_CH,13,4
0.0,DEMOTE_CH,16,24
0.0,DEMOTE_CH,50,40
0.0,DEMOTE_CH,52,61
0.0,DEMOTE_CH,64,74
0.0,DEMOTE_CH,67,75
0.0,DEMOTE_CH,70,80
0.0,DEMOTE_CH,74,84
0.0,DEMOTE_CH,84,74
0.0,DEMOTE_CH,87,86
0.0,DEMOTE_CH,91,80
0.0,DEMOTE_CH,93,84
0.0,BECOME_CH,31,3,6
0.0,BECOME_CH,14,2,6
0.0,BECOME_CH,42,3,6
0.0,RECOVER,23,REGISTERED,20.000205
0.0,JOINED,23,14,Roles.REGISTERED,240.000317
0.0,JOINED,52,31,Roles.REGISTERED,240.000338
0.0,RECOVER,54,REGISTERED,27.841961
0.0,JOINED,54,42,Roles.REGISTERED,240.000440
0.0,BECOME_CH,53,5,6
0.0,JOINED,90,80,Roles.REGISTERED,242.370220
0.0,BECOME_CH,92,6,6
0.0,RECOVER,43,REGISTERED,25.000132
0.0,JOINED,43,42,Roles.REGISTERED,245.134847
0.0,DEMOTE_CH,53,44
0.0,DEMOTE_CH,80,71
0.0,DEMOTE_CH,92,83
0.0,DEMOTE_CH,95,86
0.0,JOINED,76,75,Roles.REGISTERED,251.506796
0.0,RECOVER,45,REGISTERED,25.000088
0.0,JOINED,45,44,Roles.REGISTERED,252.158601
0.0,BECOME_CH,94,6,6
0.0,JOINED,95,94,Roles.REGISTERED,255.621963
0.0,JOINED,13,14,Roles.REGISTERED,260.000130
0.0,JOINED,70,71,Roles.REGISTERED,260.000182
0.0,JOINED,0,2,Roles.REGISTERED,260.000242
0.0,ORPHAN,11,2,Roles.Router
0.0,ORPHAN,15,14,Roles.Router
0.0,ORPHAN,35,14,Roles.Router
0.0,BECOME_CH,70,5,6
0.0,JOINED,93,94,Roles.REGISTERED,270.000138
0.0,JOINED,50,61,Roles.REGISTERED,270.000254
0.0,JOINED,80,70,Roles.REGISTERED,271.100140
0.0,ORPHAN,41,40,Roles.Router
0.0,BECOME_CH,13,3,6
0.0,JOINED,74,94,Roles.REGISTERED,275.000231
0.0,JOINED,16,24,Roles.REGISTERED,275.000241
0.0,ORPHAN,5,14,Roles.Router
0.0,ORPHAN,73,71,Roles.Router
0.0,JOINED,84,94,Roles.REGISTERED,280.000113
0.0,JOINED,4,2,Roles.REGISTERED,280.000255
0.0,BECOME_CH,93,7,6
0.0,BECOME_CH,16,5,6
0.0,RECOVER,11,REGISTERED,20.000340
0.0,JOINED,11,40,Roles.REGISTERED,280.728508
0.0,BECOME_CH,13,3,6
0.0,BECOME_CH,4,2,6
0.0,JOINED,92,94,Roles.REGISTERED,281.100232
0.0,JOINED,17,16,Roles.REGISTERED,281.101317
0.0,BECOME_CH,80,6,6
0.0,BECOME_CH,50,5,6
0.0,RECOVER,15,REGISTERED,20.000202
0.0,JOINED,15,24,Roles.REGISTERED,281.655348
